,client_id,gender,age,age_group,lor,frequency_eng,num_orders_1996,total_order_amount_1996,has_insurance_order_1996,has_household_order_1996,has_leasing_order_1996,has_loan_repayment_order_1996,total_credit,total_withdrawal,total_transactions,balance_mean,balance_std,credit_card_withdraw_count,cash_deposit_count,interbank_in_count,interbank_out_count,cash_withdrawal_count,insurance_payment_count,services_payment_count,interest_credit_count,sanction_interest_count,household_payment_count,pension_credit_count,loan_payment_count,frequency,monetary,recency,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,loan_1997,card_1997,credit_to_withdrawal_ratio,net_cash_flow,net_cash_flow_ratio,credit_to_balance_ratio,withdrawal_to_balance_ratio,loan_to_credit_ratio,interbank_ratio,withdrawal_std_ratio,credit_std_ratio,insurance_ratio,loan_ratio,household_ratio,is_active_customer,relies_on_credit,sanction_interest_ratio,volatility_index
10,29,F,48,40,3,MONTHLY,1,5807.0,0,1,0,0,300651.8,291119.2,70,49748.8,11391.749012269831,0,13,0,33,12,0,12,12,0,12,0,0,70,591771.0,0,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985.0,2804,0,0,1.0327446626673884,9532.599999999977,136.17999999999967,6.043398031711317,5.851783359598623,0.0,0.4714285714285714,0.03913087495524112,0.03789017398954482,0.0,0.0,0.17142857142857143,0,1,0.0,0.2289854029096145
11,32,M,19,10,3,MONTHLY,1,10387.0,0,1,0,0,323981.0,322330.2,66,28351.263636363634,9844.334888618567,0,0,12,30,12,0,12,12,0,12,0,0,66,646311.2,0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0,0,1.0051214561961614,1650.7999999999884,25.012121212121034,11.427391884729206,11.369165203154326,0.0,0.6363636363636364,0.030541149692515833,0.030385531523819505,0.0,0.0,0.18181818181818182,0,1,0.0,0.34722737634847844
12,33,F,51,50,3,MONTHLY,1,4054.0,0,1,0,0,113901.0,122423.2,70,19215.452857142856,4519.045550142981,0,13,0,33,12,0,12,12,0,12,0,0,70,236324.2,0,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355.0,4433,0,0,0.9303873775558881,-8522.199999999997,-121.74571428571424,5.927573024002929,6.371080656290246,0.0,0.4714285714285714,0.036913310141729515,0.03967520522333413,0.0,0.0,0.17142857142857143,0,0,0.0,0.2351776762036155
13,36,F,21,20,2,MONTHLY,3,7708.0,1,1,0,0,232712.1,237571.2,96,33114.66354166667,7434.663486231165,0,12,0,36,36,12,12,12,0,12,0,0,96,470283.3,0,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289.0,4846,0,0,0.9795467632440296,-4859.100000000006,-50.61562500000006,7.027463821493732,7.174199420781522,0.0,0.375,0.031294464506771716,0.031947902520888104,0.125,0.0,0.125,0,0,0.0,0.22451272913814954
14,38,F,26,20,1,MONTHLY,1,2480.2,0,0,1,0,412898.8,435763.2,64,51693.3390625,26498.75875654662,0,12,0,40,0,0,12,12,0,0,0,0,64,848662.0,0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796.0,6132,0,0,0.9475302182469745,-22864.400000000023,-357.25625000000036,7.987466228497705,8.429774665419448,0.0,0.625,0.06080999670588664,0.06417736926468816,0.0,0.0,0.0,0,0,0.0,0.5126145696355232
15,39,M,31,30,2,MONTHLY,1,10202.0,0,1,0,0,605962.0,633681.2,93,62399.31075268818,23017.63824986444,0,27,0,42,12,0,12,12,0,12,0,0,93,1239643.2,0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623.0,5887,0,0,0.9562568685957545,-27719.199999999953,-298.0559139784941,9.711036751698336,10.15525960713758,0.0,0.45161290322580644,0.03632368807827097,0.03798528331787215,0.0,0.0,0.12903225806451613,0,0,0.0,0.3688764823235301
16,40,F,42,40,1,MONTHLY,0,0.0,0,0,0,0,217516.9,213075.2,52,50894.553846153845,8733.822659838837,0,12,0,28,0,0,12,12,0,0,0,0,52,430592.1,0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,0,0,1.0208456920373652,4441.6999999999825,85.41730769230736,4.273873795171071,4.186601195956889,0.0,0.5384615384615384,0.04098939088096051,0.04015238659542701,0.0,0.0,0.0,0,1,0.0,0.1716062328837737
17,41,M,31,30,3,MONTHLY,1,3892.0,0,1,0,0,310228.3,270379.2,66,71387.91212121212,11512.739777755438,7,12,0,23,12,0,12,12,0,12,0,0,66,580607.5,0,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,0,0,1.147382269050282,39849.09999999998,603.7742424242421,4.345669886986639,3.787464739701497,0.0,0.3484848484848485,0.04257997574427115,0.03711054013368683,0.0,0.0,0.18181818181818182,0,1,0.0,0.16127015674877196
18,42,M,64,60,3,WEEKLY,3,8051.0,0,1,1,0,416942.3,460577.0,83,54087.061445783125,14276.976820219355,0,0,12,35,24,0,12,12,0,12,0,0,83,877519.3,0,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244.0,3079,0,0,0.9052607924407862,-43634.70000000001,-525.7192771084339,7.708725319047754,8.51547463826783,0.0,0.5662650602409639,0.030998023827111115,0.03424209253946974,0.0,0.0,0.14457831325301204,0,0,0.0,0.2639628857361866
19,43,M,79,70,3,MONTHLY,2,2384.0,0,1,0,0,66112.3,68643.2,76,16311.934210526315,2532.4330252968257,0,0,12,28,24,0,12,12,0,12,12,0,76,134755.5,0,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063.0,4505,0,0,0.9631296326511586,-2530.899999999994,-33.301315789473605,4.053001878669718,4.208158218030551,0.0,0.5263157894736842,0.03689270059229211,0.03830502077974637,0.0,0.0,0.15789473684210525,0,0,0.0,0.1552503211827946
20,44,F,22,20,3,MONTHLY,1,4069.0,0,1,0,0,260001.0,277783.2,73,40213.916438356166,11901.05509588463,0,12,0,37,12,0,12,12,0,12,0,0,73,537784.2,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9359853295663668,-17782.20000000001,-243.59178082191798,6.465448357872704,6.907638564023311,0.0,0.5068493150684932,0.04284296205056544,0.04577311277989173,0.0,0.0,0.1643835616438356,0,0,0.0,0.29594369685747307
21,47,M,65,60,3,MONTHLY,2,3115.0,0,1,0,0,78939.40000000001,71315.2,75,26122.557333333334,5507.753743812383,0,0,12,27,24,0,12,12,0,12,12,0,75,150254.6,0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796.0,6132,0,0,1.1069084851476265,7624.200000000012,101.65600000000016,3.0218863717171542,2.7300236760892935,0.0,0.52,0.07723113366873237,0.06977192306772514,0.0,0.0,0.16,0,1,0.0,0.21084282344685634
22,48,M,59,50,3,MONTHLY,2,4334.0,0,1,0,0,85253.5,95283.2,74,16437.144594594592,4237.307961952073,0,12,0,26,24,0,12,12,0,12,0,0,74,180536.7,0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0,0,0.8947380020822139,-10029.699999999997,-135.53648648648644,5.186636858328537,5.796821914636815,0.0,0.35135135135135137,0.044470672290100176,0.049702451652449145,0.0,0.0,0.16216216216216217,0,0,0.0,0.25778856768988484
23,51,F,20,20,2,MONTHLY,1,6589.0,0,1,0,0,313771.4,334363.2,76,57126.88157894737,10293.540634212772,13,12,0,27,12,0,12,12,0,12,0,0,76,648134.6,0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796.0,6132,0,0,0.9384148734071214,-20591.79999999999,-270.9447368421051,5.49253506103565,5.852992334929427,0.0,0.35526315789473684,0.030785507000210464,0.03280586004400902,0.0,0.0,0.15789473684210525,0,0,0.0,0.18018733649914806
24,52,M,75,70,3,MONTHLY,1,2344.0,0,1,0,0,51317.7,39253.2,54,19119.805555555555,4575.620645041177,0,0,12,18,12,0,12,12,0,12,12,0,54,90570.9,0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,0,0,1.3073507382837577,12064.5,223.41666666666666,2.6840074210424616,2.0530125102969143,0.0,0.5555555555555556,0.11656681862984872,0.08916262118218816,0.0,0.0,0.2222222222222222,0,1,0.0,0.23931313693259082
25,55,F,51,50,3,MONTHLY,4,7264.0,1,1,0,0,460547.5,461883.2,108,44775.01388888889,16198.991166456228,0,0,12,36,48,12,12,12,0,12,0,0,108,922430.7,0,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080.0,2122,0,0,0.9971081433574549,-1335.7000000000116,-12.3675925925927,10.285814788195673,10.315646158060003,0.0,0.4444444444444444,0.03507161803342539,0.0351733342737855,0.1111111111111111,0.0,0.1111111111111111,1,0,0.0,0.3617864018234526
26,59,M,42,40,2,MONTHLY,2,7293.0,0,1,0,0,213606.7,221491.2,86,30857.57093023256,6141.239136082941,0,13,0,37,24,0,12,12,0,12,0,0,86,435097.9,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9644026489539991,-7884.5,-91.68023255813954,6.92234331998958,7.177855979032849,0.0,0.43023255813953487,0.027726786148085974,0.028750217741685725,0.0,0.0,0.13953488372093023,0,0,0.0,0.1990188777324041
27,62,M,67,60,1,MONTHLY,1,2851.0,0,1,0,0,52218.4,42807.2,53,18748.17358490566,3467.326958643356,0,0,12,17,12,0,12,12,0,12,12,0,53,95025.6,0,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460.0,3590,0,0,1.2198508662094227,9411.200000000004,177.5698113207548,2.785252641464849,2.283273077568713,0.0,0.5471698113207547,0.08099868617062915,0.06640048256253267,0.0,0.0,0.22641509433962265,0,1,0.0,0.18494211945183478
28,63,M,40,40,1,MONTHLY,1,2280.0,0,1,0,0,41852.3,45355.2,62,15993.60806451613,2393.906203176312,0,0,12,26,12,0,12,12,0,12,0,0,62,87207.5,0,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0,0,0.9227674004303807,-3502.899999999994,-56.4983870967741,2.6168141567039336,2.835832903810262,0.0,0.6129032258064516,0.0527812952688184,0.057198916264489925,0.0,0.0,0.1935483870967742,0,0,0.0,0.1496789338290401
29,65,F,56,50,2,MONTHLY,1,8080.0,0,1,0,0,195936.3,194995.2,67,33208.114925373135,7184.768495548228,0,14,0,29,12,0,12,12,0,12,0,0,67,390931.5,0,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0,0,1.0048262726467112,941.0999999999767,14.046268656716071,5.900253610911593,5.871914152254729,0.0,0.43283582089552236,0.03684587361918769,0.03666889951248558,0.0,0.0,0.1791044776119403,0,1,0.0,0.21635580675669738
30,66,F,48,40,1,MONTHLY,1,4107.0,0,1,0,0,278921.0,293259.2,76,42869.038157894734,11960.139456767409,0,12,0,40,12,0,12,12,0,12,0,0,76,572180.2,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9511074162379219,-14338.200000000012,-188.66052631578964,6.506350783348147,6.840815950193965,0.0,0.5263157894736842,0.04078350979872893,0.04288002501341745,0.0,0.0,0.15789473684210525,0,0,0.0,0.27899248433603674
31,68,M,53,50,2,MONTHLY,2,6885.0,0,1,0,0,196562.0,199795.2,85,42157.50705882353,8995.472805750527,0,15,0,34,24,0,12,12,0,12,0,0,85,396357.2,0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0,0,0.9838174290473444,-3233.2000000000116,-38.037647058823666,4.662562227072194,4.739255566540504,0.0,0.4,0.04502346806004612,0.04576404801411528,0.0,0.0,0.1411764705882353,0,0,0.0,0.21337772162853216
32,70,M,74,70,3,MONTHLY,2,2313.0,0,1,0,0,49184.5,54441.2,74,19140.9,3393.1807188770395,0,0,12,26,24,0,12,12,0,12,12,0,74,103625.7,0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0,0,0.9034426133149159,-5256.699999999997,-71.03648648648645,2.5696022653062287,2.8442340746777837,0.0,0.5135135135135135,0.06232744169630794,0.06898882206542792,0.0,0.0,0.16216216216216217,0,0,0.0,0.17727383346013192
33,72,M,76,70,3,MONTHLY,1,2273.0,0,1,0,0,62078.9,71911.2,68,23367.779411764706,4122.400893247093,0,0,12,32,12,0,12,12,0,12,12,0,68,133990.1,0,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,0,0,0.8632716461413522,-9832.299999999996,-144.59264705882347,2.656602448444282,3.077365578168531,0.0,0.6470588235294118,0.05732627036187817,0.06640583021360065,0.0,0.0,0.17647058823529413,0,0,0.0,0.17641389113642675
34,77,F,43,40,3,TRANSACTION,1,4471.3,0,0,1,0,583884.7,594925.0,67,62247.35223880597,25558.784008132137,0,0,12,43,0,0,12,12,0,0,0,0,67,1178809.7,0,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0,0,0.9814425347732907,-11040.300000000047,-164.78059701492606,9.380072870569379,9.557434631398095,0.0,0.8208955223880597,0.0429613548062901,0.043773683414092095,0.0,0.0,0.0,0,0,0.0,0.41060034023741804
35,78,F,55,50,2,MONTHLY,3,13753.0,0,1,0,1,541291.4,555176.2,97,44827.217525773194,17532.865977447243,0,0,12,41,32,0,12,12,0,12,0,8,97,1096467.6,0,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,0,0,0.9749902823644099,-13884.79999999993,-143.1422680412364,12.075061310436837,12.384801704027337,1.4779469986037095e-05,0.5463917525773195,0.031580723340530886,0.032390808310361556,0.0,0.08247422680412371,0.12371134020618557,0,0,0.0,0.39112099624222285
36,79,F,30,30,2,TRANSACTION,4,3089.0,1,1,0,0,465388.0,423157.0,111,60256.19459459459,18726.71490174999,0,0,12,39,48,12,12,12,0,12,0,0,111,888545.0,0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,0,1,1.0997998378852294,42231.0,380.4594594594595,7.723488068424231,7.022630666390609,0.0,0.4594594594594595,0.044254768092575544,0.04023892945617418,0.10810810810810811,0.0,0.10810810810810811,1,1,0.0,0.31078489154092565
37,81,M,23,20,1,MONTHLY,1,4150.0,0,1,0,0,122787.2,112755.2,65,35160.43076923077,5418.055472760819,0,15,0,26,12,0,12,12,0,12,0,0,65,235542.4,0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179.0,4987,0,0,1.088971506413895,10032.0,154.33846153846153,3.4921983978493305,3.2068776614270935,0.0,0.4,0.048051490953506526,0.04412557231340741,0.0,0.0,0.18461538461538463,0,1,0.0,0.15409525293706614
38,83,F,21,20,2,MONTHLY,4,4359.0,1,1,0,0,284699.0,284943.2,107,45522.701869158875,10154.14019086091,1,12,0,34,48,12,12,12,0,12,0,0,107,569642.2,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9991429870935681,-244.20000000001164,-2.2822429906543142,6.254000494484718,6.259364850948047,0.0,0.3177570093457944,0.035635664198552235,0.03566623061851608,0.11214953271028037,0.0,0.11214953271028037,1,0,0.0,0.22305662392460557
39,87,F,53,50,3,MONTHLY,1,6061.0,0,1,0,0,250492.3,242547.2,73,41873.76438356164,9538.376334304752,10,12,0,27,12,0,12,12,0,12,0,0,73,493039.5,0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,0,0,1.0327569231885587,7945.099999999977,108.83698630136955,5.982082186485617,5.792342856454927,0.0,0.3698630136986301,0.03932585630468936,0.03807852111344242,0.0,0.0,0.1643835616438356,0,1,0.0,0.22778884284044038
40,89,F,48,40,1,MONTHLY,1,3369.0,0,1,0,0,164375.2,165803.2,70,25620.36142857143,6613.13739724705,0,12,0,34,12,0,12,12,0,12,0,0,70,330178.4,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9913873797369411,-1428.0,-20.4,6.415803323394624,6.471540242016214,0.0,0.4857142857142857,0.039885462990141625,0.04023196563257139,0.0,0.0,0.17142857142857143,0,0,0.0,0.2581203788121499
41,92,F,33,30,3,MONTHLY,1,9039.0,0,1,0,0,228770.4,227843.2,72,27563.855555555558,7057.655420726856,0,13,0,35,12,0,12,12,0,12,0,0,72,456613.6,0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0,0,1.0040694653164983,927.1999999999825,12.877777777777535,8.299651677498753,8.266013422569895,0.0,0.4861111111111111,0.030975931784344917,0.030850387203619246,0.0,0.0,0.16666666666666666,0,1,0.0,0.2560474679060045
42,94,M,52,50,1,MONTHLY,1,2252.0,0,1,0,0,41282.7,34140.6,52,17317.86923076923,1627.4377951473002,0,0,12,19,10,0,11,11,0,0,0,0,52,75423.3,0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0,0,1.209196674926627,7142.0999999999985,137.3480769230769,2.3838209799304675,1.9714088116187682,0.0,0.5961538461538461,0.04766869343676738,0.03942178673263377,0.0,0.0,0.0,0,1,0.0,0.09397448227959695
43,97,M,34,30,2,MONTHLY,0,0.0,0,0,0,0,724623.5,676230.2,83,69182.4626506024,32547.13735317991,0,26,0,45,0,0,12,12,0,0,0,0,83,1400853.7,0,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041.0,6261,0,0,1.0715633522430676,48393.30000000005,583.0518072289162,10.47409230948633,9.774589890146267,0.0,0.5421686746987951,0.04813026296840915,0.04491592855211004,0.0,0.0,0.0,0,1,0.0,0.4704535818210933
44,98,F,26,20,3,MONTHLY,2,6150.0,0,1,0,0,132081.0,149455.2,83,21767.820481927713,5199.907694320489,0,15,0,32,24,0,12,12,0,12,0,0,83,281536.2,0,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041.0,6261,0,0,0.8837497791980472,-17374.20000000001,-209.32771084337364,6.067718176454898,6.865878011263559,0.0,0.3855421686746988,0.03479241735530439,0.03936908180828801,0.0,0.0,0.14457831325301204,0,0,0.0,0.23888049327848904
45,100,F,57,50,1,TRANSACTION,2,14161.0,0,1,1,0,534829.8,451972.0,67,61075.197014925376,28639.698321068416,0,20,0,26,9,0,10,12,0,9,0,0,67,986801.8,0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,0,0,1.1833250732346252,82857.80000000005,1236.6835820895528,8.756906668173333,7.400254474652753,0.0,0.3880597014925373,0.06336608976013651,0.05354918204084442,0.0,0.0,0.13432835820895522,0,1,0.0,0.4689251892886982
46,102,F,41,40,3,MONTHLY,2,2162.0,0,1,0,0,39900.7,36109.2,74,19705.527027027027,2830.9877237215783,0,0,12,26,24,0,12,12,0,0,0,0,74,76009.9,0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,0,0,1.1050009415882933,3791.5,51.236486486486484,2.0248481527682243,1.8324402057592566,0.0,0.5135135135135135,0.07840073232643145,0.0709508285248524,0.0,0.0,0.0,0,1,0.0,0.14366465407592244
47,107,M,27,20,2,MONTHLY,4,9882.0,1,1,0,0,317777.0,338539.2,110,29887.81818181818,10003.847010064044,0,12,0,38,48,12,12,12,0,12,0,0,110,656316.2,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9386712085336055,-20762.20000000001,-188.74727272727284,10.632325118777489,11.326996100570012,0.0,0.34545454545454546,0.029550040320482956,0.0314807144949573,0.10909090909090909,0.0,0.10909090909090909,1,0,0.0,0.33471319148179707
48,112,M,64,60,1,MONTHLY,0,0.0,0,0,0,0,313786.8,293335.2,61,59784.80655737705,13492.88912340952,3,12,0,34,0,0,12,12,0,0,0,0,61,607122.0,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,1.069720919957782,20451.599999999977,335.2721311475406,5.24860442090501,4.906517506558769,0.0,0.5573770491803278,0.0459981929322138,0.04300018077054077,0.0,0.0,0.0,0,1,0.0,0.22569093889197483
49,114,F,30,30,3,MONTHLY,5,8160.1,1,1,1,0,578973.7,618709.2,117,82642.33333333333,19360.271287635976,4,0,12,41,48,12,12,12,0,12,0,0,117,1197682.9,0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623.0,5887,0,0,0.935776775260494,-39735.5,-339.61965811965814,7.005776297055181,7.486589197626721,0.0,0.452991452991453,0.03129139066888932,0.03343894772359431,0.10256410256410256,0.0,0.10256410256410256,1,0,0.0,0.23426578736042436
50,120,M,23,20,1,MONTHLY,2,9185.0,0,1,0,0,419313.7,369011.6,77,52110.83246753247,22582.112240329803,0,18,0,27,20,0,11,12,0,10,0,0,77,788325.3,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,1.1363157689351773,50302.100000000035,653.2740259740265,8.046574582381743,7.081283919805192,0.0,0.35064935064935066,0.06119621236928542,0.053854935434567965,0.0,0.0,0.12987012987012986,0,1,0.0,0.4333477546036044
